Plant_sp_paper	Plant_name_accepted	Plant_sp_current	Plant_genus_current	Plant_family_current	life_form	fruit_type	husk	color	color_code	fruit_le_cm	fruit_wd_cm	seed_le_cm	seed_wd_cm	seed_diam_cm	n_seeds
Gaylussacia_virgata	Gaylussacia_virgata	Gaylussacia_virgata	Gaylussacia	Ericaceae	NA	NA	NA	NA	NA	0.74	0.75	NA	NA	NA	9
Macleania_sp	Macleania	sp	Macleania	Ericaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pernettya_prostrata	Gaultheria_myrsinoides	Gaultheria_myrsinoides	Gaultheria	Ericaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vaccinium_attenuatum	Vaccinium_crenatum	Vaccinium_crenatum	Vaccinium	Ericaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vaccinium_campanulatus	Vaccinium_campanulatum	Vaccinium_campanulatum	Vaccinium	Ericaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vaccinium_consanguineum	Vaccinium_consanguineum	Vaccinium_consanguineum	Vaccinium	Ericaceae	NA	NA	NA	NA	NA	0.84	0.84	NA	NA	NA	78
Paepalanthus_sp	Paepalanthus	sp	Paepalanthus	Eriocaulaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erythroxylum_ambiguum	Erythroxylum_frangulifolium	Erythroxylum_frangulifolium	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erythroxylum_anguifugum	Erythroxylum_anguifugum	Erythroxylum_anguifugum	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	1.02	0.6	NA	NA	NA	NA
Erythroxylum_argentinum	Erythroxylum_argentinum	Erythroxylum_argentinum	Erythroxylum	Erythroxylaceae	shrub	drupe	A	red	F	0.88	0.46	0.8	0.35	0.35	1
Erythroxylum_campestre	Erythroxylum_campestre	Erythroxylum_campestre	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	0.93	0.7	0.77	0.46	0.46	NA
Erythroxylum_cuneifolium	Erythroxylum_cuneifolium	Erythroxylum_cuneifolium	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	0.72	0.43	0.67	0.39	0.39	1
Erythroxylum_deciduum	Erythroxylum_deciduum	Erythroxylum_deciduum	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	0.99	0.5	0.85	0.42	0.42	1
Erythroxylum_ovalifolium	Erythroxylum_ovalifolium	Erythroxylum_ovalifolium	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erythroxylum_pauferrense	Erythroxylum_pauferrense	Erythroxylum_pauferrense	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erythroxylum_pulchrum	Erythroxylum_pulchrum	Erythroxylum_pulchrum	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	1.48	0.74	1.41	0.65	0.65	1
Erythroxylum_simonis	Erythroxylum_simonis	Erythroxylum_simonis	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	0.73	0.52	0.65	0.36	0.36	1
Erythroxylum_sp	Erythroxylum	sp	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erythroxylum_suberosum	Erythroxylum_suberosum	Erythroxylum_suberosum	Erythroxylum	Erythroxylaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Escallonia_myrtilloides	Escallonia_myrtilloides	Escallonia_myrtilloides	Escallonia	Escalloniaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acalypha_alopecuroidea	Acalypha_alopecuroidea	Acalypha_alopecuroidea	Acalypha	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acalypha_sp	Acalypha	sp	Acalypha	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alchornea_discolor	Alchornea_discolor	Alchornea_discolor	Alchornea	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alchornea_discolor	Alchornea_rhodophylla	Alchornea_discolor	Alchornea	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alchornea_glandulosa	Alchornea_glandulosa	Alchornea_glandulosa	Alchornea	Euphorbiaceae	tree	capsule	A	red_green	A_C	0.69	0.62	0.58	0.36	0.36	2
Alchornea_iricurana	Alchornea_glandulosa_subsp._iricurana	Alchornea_glandulosa	Alchornea	Euphorbiaceae	tree	capsule	A	red_green	A_C	0.69	0.62	0.58	0.36	0.36	2
Alchornea_sidifolia	Alchornea_sidifolia	Alchornea_sidifolia	Alchornea	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alchornea_sp	Alchornea	sp	Alchornea	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alchornea_triplinervia	Alchornea_triplinervia	Alchornea_triplinervia	Alchornea	Euphorbiaceae	tree	capsule	A	red_green	A_C	0.73	0.67	0.52	0.41	0.41	2
Alchorneopsis_floribunda	Alchorneopsis_floribunda	Alchorneopsis_floribunda	Alchorneopsis	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aparisitmum_cordatum	Aparisthmium_cordatum	Aparisthmium_cordatum	Aparisthmium	Euphorbiaceae	NA	NA	NA	NA	NA	NA	1	NA	1	1	3
Aparisthmium_cordatum	Aparisthmium_cordatum	Aparisthmium_cordatum	Aparisthmium	Euphorbiaceae	NA	NA	NA	NA	NA	NA	1	NA	1	1	3
Aparistimum_cordatum	Aparisthmium_cordatum	Aparisthmium_cordatum	Aparisthmium	Euphorbiaceae	NA	NA	NA	NA	NA	NA	1	NA	1	1	3
Chamaesyse_sp	Chamaesyce	sp	Chamaesyce	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaesyse_sp	Euphorbia	sp	Euphorbia	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cnidoscolus_pubescens	Cnidoscolus_pubescens	Cnidoscolus_pubescens	Cnidoscolus	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cnidoscolus_urens	Cnidoscolus_urens	Cnidoscolus_urens	Cnidoscolus	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Croton_draco	Croton_draco	Croton_draco	Croton	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Croton_floribundus	Croton_floribundus	Croton_floribundus	Croton	Euphorbiaceae	NA	NA	NA	NA	NA	NA	1	0.28	0.13	0.13	3
Croton_lanjouwensis	Croton_matourensis	Croton_matourensis	Croton	Euphorbiaceae	tree	capsule	A	red_green	A_C	2.5	1.4	NA	NA	NA	1
Croton_sp	Croton	sp	Croton	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Croton_urucurana	Croton_urucurana	Croton_urucurana	Croton	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dalechampia_coriacea	Dalechampia_coriacea	Dalechampia_coriacea	Dalechampia	Euphorbiaceae	liana	capsule	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dalechampia_ilheotica	Dalechampia_ilheotica	Dalechampia_ilheotica	Dalechampia	Euphorbiaceae	liana	capsule	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dalechampia_tiliaefolia	Dalechampia_tiliifolia	Dalechampia_tiliifolia	Dalechampia	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphorbiaceae	Euphorbiaceae	sp	Euphorbiaceae	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Glycydendron_amazonicum	Glycydendron_amazonicum	Glycydendron_amazonicum	Glycydendron	Euphorbiaceae	NA	NA	NA	NA	NA	NA	1.5	NA	1	1	3
Hevea_benthamiana	Hevea_benthamiana	Hevea_benthamiana	Hevea	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hippomane_mancinella	Hippomane_mancinella	Hippomane_mancinella	Hippomane	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hura_crepitans	Hura_crepitans	Hura_crepitans	Hura	Euphorbiaceae	NA	capsule	P	green	NA	NA	NA	NA	NA	NA	NA
Jatropha_mollisima	Jatropha_mollissima	Jatropha_mollissima	Jatropha	Euphorbiaceae	NA	capsule	P	yellow	F	1.93	1.87	0.9	0.6	0.6	3
Jatropha_sp	Jatropha	sp	Jatropha	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Joannesia_princeps	Joannesia_princeps	Joannesia_princeps	Joannesia	Euphorbiaceae	NA	NA	NA	NA	NA	7.57	7.17	2.5	2.5	2.5	2
Mabea_occidentalis	Mabea_occidentalis	Mabea_occidentalis	Mabea	Euphorbiaceae	NA	capsule	P	yellow	F	1.5	1.1	0.4	0.4	0.4	3
Mabea_speciosa	Mabea_speciosa	Mabea_speciosa	Mabea	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mabea_taquari	Mabea_taquari	Mabea_taquari	Mabea	Euphorbiaceae	NA	capsule	P	NA	NA	1.4	1.6	NA	NA	NA	NA
Manihot_sp	Manihot	sp	Manihot	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manihot_tripartita	Manihot_tripartita	Manihot_tripartita	Manihot	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Micrandra_brownsbergensis	Micrandra_elata	Micrandra_elata	Micrandra	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Omphalea_oleifera	Omphalea_oleifera	Omphalea_oleifera	Omphalea	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pachystroma_longifolium	Pachystroma_longifolium	Pachystroma_longifolium	Pachystroma	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ricinus_communis	Ricinus_communis	Ricinus_communis	Ricinus	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sapium_glandulosum	Sapium_glandulosum	Sapium_glandulosum	Sapium	Euphorbiaceae	tree	capsule	P	red_green	A_C	0.9	0.77	0.61	0.52	0.52	1
Sapium_lateriflorum	Sapium_lateriflorum	Sapium_lateriflorum	Sapium	Euphorbiaceae	tree	capsule	P	red_green	A_C	0.6	0.67	NA	0.5	0.5	2
Sapium_laurifolium	Sapium_laurifolium	Sapium_laurifolium	Sapium	Euphorbiaceae	NA	capsule	P	red_green	A_C	NA	1.2	NA	NA	NA	NA
Sapium_sp	Sapium	sp	Sapium	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sapium_sp	Sebastiania	sp	Sebastiania	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sapium_stylare	Sapium_stylare	Sapium_stylare	Sapium	Euphorbiaceae	tree	capsule	P	red_green	A_C	0.65	0.7	NA	0.6	0.6	2
Sebastiania_serrata	Sebastiania_serrata	Sebastiania_serrata	Sebastiania	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Senefeldera_inclinata	Pseudosenefeldera_inclinata	Pseudosenefeldera_inclinata	Pseudosenefeldera	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	1.46	1.3	1.3	NA
Senefeldera_multiflora	Senefeldera_verticillata	Senefeldera_verticillata	Senefeldera	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetrorchidium_rotundatum	Tetrorchidium_rotundatum	Tetrorchidium_rotundatum	Tetrorchidium	Euphorbiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetrorchidium_rubrivenium	Tetrorchidium_rubrivenium	Tetrorchidium_rubrivenium	Tetrorchidium	Euphorbiaceae	NA	NA	NA	red	F	0.6	0.6	0.5	0.5	0.5	1
Euphorbiaceae	Euphroniaceae	sp	Euphroniaceae	Euphroniaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Abarema_jupunba	Jupunba_trapezifolia_var._micradenia	Jupunba_trapezifolia	Jupunba	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_aroma	Vachellia_aroma	Vachellia_aroma	Vachellia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_auriculiformis	Acacia_auriculiformis	Acacia_auriculiformis	Acacia	Fabaceae	NA	legume	NA	NA	NA	6.5	1.5	0.4	0.25	0.25	NA
Acacia_collinsii	Vachellia_collinsii	Vachellia_collinsii	Vachellia	Fabaceae	tree	legume	A	black_yellow_brown	S_A_C	5.2	2.5	NA	NA	NA	9
Acacia_cornigera	Vachellia_cornigera	Vachellia_cornigera	Vachellia	Fabaceae	tree	legume	A	black_yellow_brown	S_A_C	4	2	NA	NA	NA	4
Acacia_farnesiana	Vachellia_farnesiana	Vachellia_farnesiana	Vachellia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_glomerosa	Senegalia_polyphylla	Senegalia_polyphylla	Senegalia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_mangium	Acacia_mangium	Acacia_mangium	Acacia	Fabaceae	NA	legume	P	brown	F	NA	0.3	0.2	NA	NA	NA
Acacia_sp	Acacia	sp	Acacia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Albizia_adinocephala	Pseudalbizzia_adinocephala	Pseudalbizzia_adinocephala	Pseudalbizzia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Albizia_hassleri	Pseudalbizzia_niopoides_var._niopoides	Pseudalbizzia_niopoides	Pseudalbizzia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Albizia_lebeck	Albizia_lebbeck	Albizia_lebbeck	Albizia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Albizia_niopoides	Albizia_niopoides	Albizia_niopoides	Albizia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Albizia_polycephala	Pseudalbizzia_polycephala	Pseudalbizzia_polycephala	Pseudalbizzia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aldinia_heterophylla	Aldina_heterophylla	Aldina_heterophylla	Aldina	Fabaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anadenanthera_colubrina	Anadenanthera_colubrina	Anadenanthera_colubrina	Anadenanthera	Fabaceae	NA	legume	P	brown	F	30	4	1.8	1.7	1.7	7
Anadenanthera_peregrina	Anadenanthera_peregrina	Anadenanthera_peregrina	Anadenanthera	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Andira_galeottiana	Andira_galeottiana	Andira_galeottiana	Andira	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Andira_grandistipula	Andira_grandistipula	Andira_grandistipula	Andira	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Andira_humilis	Andira_humilis	Andira_humilis	Andira	Fabaceae	NA	legume	NA	NA	NA	4.1	2.58	3.65	1.59	1.59	NA
Andira_inermis	Andira_inermis	Andira_inermis	Andira	Fabaceae	NA	legume	NA	NA	NA	4.64	2.88	NA	NA	NA	NA
Andira_legalis	Andira_legalis	Andira_legalis	Andira	Fabaceae	NA	legume	NA	NA	NA	NA	4	NA	NA	NA	1
Andira_macrocarpa	Andira_macrocarpa	Andira_macrocarpa	Andira	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Andira_sp	Andira	sp	Andira	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Andira_surinamensis	Andira_surinamensis	Andira_surinamensis	Andira	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Apuleia_leiocarpa	Apuleia_leiocarpa	Apuleia_leiocarpa	Apuleia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bauhinia_acuruana	Bauhinia_acuruana	Bauhinia_acuruana	Bauhinia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bauhinia_macrostachys	Phanera_macrostachya	Phanera_macrostachya	Phanera	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bauhinia_smilacina	Schnella_smilacina	Schnella_smilacina	Schnella	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bauhinia_sp	Bauhinia	sp	Bauhinia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belucia_sp	Dipteryx	sp	Dipteryx	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bocoa_prouacensis	Bocoa_prouacensis	Bocoa_prouacensis	Bocoa	Fabaceae	tree	legume	A	black_white_orange	S_A_C	2.5	2.55	NA	NA	NA	1
Caesalpinia_coriaria	Libidibia_coriaria	Libidibia_coriaria	Libidibia	Fabaceae	NA	legume	NA	brown	F	NA	NA	NA	NA	NA	NA
Cajanus_cajan	Cajanus_cajan	Cajanus_cajan	Cajanus	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cassia_ferruginea	Cassia_ferruginea	Cassia_ferruginea	Cassia	Fabaceae	NA	legume	NA	NA	NA	30	2	0.8	0.5	0.5	60
Cassia_moschata	Cassia_leiandra	Cassia_leiandra	Cassia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cassia_moschata	Cassia_moschata	Cassia_moschata	Cassia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cassia_rugosa	Senna_rugosa	Senna_rugosa	Senna	Fabaceae	NA	legume	NA	NA	NA	8	1.5	0.7	0.25	0.25	NA
Cassia_sp	Cassia	sp	Cassia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Centrolobium_paraense	Centrolobium_paraense	Centrolobium_paraense	Centrolobium	Fabaceae	NA	legume	P	brown	F	6.2	3	1	1	1	1
Compsiandra_comosa	Campsiandra_comosa	Campsiandra_comosa	Campsiandra	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Copaifera_langsdorffii	Copaifera_langsdorffii	Copaifera_langsdorffii	Copaifera	Fabaceae	NA	legume	A	yellow_black	A_C	1.3	0.92	1.2	0.95	0.95	1
Copaifera_langsdorfii	Copaifera_langsdorffii	Copaifera_langsdorffii	Copaifera	Fabaceae	NA	legume	A	yellow_black	A_C	1.3	0.92	1.2	0.95	0.95	1
Copaifera_pubiflora	Copaifera_pubiflora	Copaifera_pubiflora	Copaifera	Fabaceae	NA	legume	A	NA	NA	NA	NA	NA	NA	NA	NA
Copaifera_sp	Copaifera	sp	Copaifera	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Copaifera_trapezifolia	Copaifera_trapezifolia	Copaifera_trapezifolia	Copaifera	Fabaceae	tree	legume	A	black_white_red	S_A_C	3.1	2.3	1.3	0.8	0.8	1
Crotalaria_sp	Crotalaria	sp	Crotalaria	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cynometra_retusa	Cynometra_retusa	Cynometra_retusa	Cynometra	Fabaceae	tree	legume	P	brown	F	2.5	2	NA	NA	NA	1
Dalbergia_sp	Dalbergia	sp	Dalbergia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Deguelia_amazonica	Deguelia_amazonica	Deguelia_amazonica	Deguelia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Desmodium_sp	Desmodium	sp	Desmodium	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dialium_guianense	Dialium_guianense	Dialium_guianense	Dialium	Fabaceae	tree	legume	P	brown	F	1.9	1.3	0.81	0.34	0.34	1
Dimorphandra_jorgei	Dimorphandra_jorgei	Dimorphandra_jorgei	Dimorphandra	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dimorphandra_mollis	Dimorphandra_mollis	Dimorphandra_mollis	Dimorphandra	Fabaceae	NA	legume	NA	NA	NA	11.6	2.52	1.12	0.57	0.57	NA
Dimorphandra_pullei	Dimorphandra_pullei	Dimorphandra_pullei	Dimorphandra	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dioclea_grandiflora	Macropsychanthus_grandiflorus	Macropsychanthus_grandiflorus	Macropsychanthus	Fabaceae	NA	legume	P	brown	F	11.5	4	2.5	2.5	2.5	3
Dioclea_reflexa	Dioclea_reflexa	Dioclea_reflexa	Dioclea	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dioclea_rufescens	Macropsychanthus_rufescens	Macropsychanthus_rufescens	Macropsychanthus	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dioclea_wilsonnii	Macropsychanthus_wilsonii	Macropsychanthus_wilsonii	Macropsychanthus	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dipteryx_alata	Dipteryx_alata	Dipteryx_alata	Dipteryx	Fabaceae	NA	legume	NA	NA	NA	6	3.5	2.5	2.29	2.29	1
Dipteryx_micrantha	Dipteryx_micrantha	Dipteryx_micrantha	Dipteryx	Fabaceae	NA	legume	P	brown	F	6	3.5	NA	NA	NA	NA
Dipteryx_odorata	Dipteryx_odorata	Dipteryx_odorata	Dipteryx	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dipteryx_oleifera	Dipteryx_oleifera	Dipteryx_oleifera	Dipteryx	Fabaceae	NA	legume	NA	NA	NA	6	3	5	3	3	1
Dipteryx_punctata	Dipteryx_punctata	Dipteryx_punctata	Dipteryx	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dipteryx_sp	Dipteryx	sp	Dipteryx	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dussia_discolor	Dussia_discolor	Dussia_discolor	Dussia	Fabaceae	NA	legume	P	orange	F	5.2	3	3.2	2.5	2.5	1
Dussia_martinicensis	Dussia_martinicensis	Dussia_martinicensis	Dussia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	4.4	2.9	2.9	NA
Dussia_mexicana	Dussia_mexicana	Dussia_mexicana	Dussia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Entada_gigas	Entada_gigas	Entada_gigas	Entada	Fabaceae	NA	legume	NA	NA	NA	NA	NA	6	6	6	NA
Enterolobium_contortisiliquum	Enterolobium_contortisiliquum	Enterolobium_contortisiliquum	Enterolobium	Fabaceae	tree	legume	P	black	F	5.23	5.16	1.18	0.67	0.67	7
Enterolobium_cyclocarpum	Enterolobium_cyclocarpum	Enterolobium_cyclocarpum	Enterolobium	Fabaceae	tree	legume	P	black	F	7.4	6.8	1.2	1	1	NA
Enterolobium_schomburgkii	Enterolobium_schomburgkii	Enterolobium_schomburgkii	Enterolobium	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Enterolobium_sp	Enterolobium	sp	Enterolobium	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Enterolobium_timbouva	Enterolobium_timbouva	Enterolobium_timbouva	Enterolobium	Fabaceae	tree	legume	P	brown	F	11	10	1.5	1	1	NA
Eperua_falcata	Eperua_falcata	Eperua_falcata	Eperua	Fabaceae	NA	legume	NA	NA	NA	NA	NA	4.1	2.7	2.7	NA
Eperua_grandiflora	Eperua_grandiflora	Eperua_grandiflora	Eperua	Fabaceae	NA	legume	NA	NA	NA	NA	NA	6.7	6	6	NA
Eperua_purpurea	Eperua_purpurea	Eperua_purpurea	Eperua	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erythrina_edulis	Erythrina_edulis	Erythrina_edulis	Erythrina	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erythrina_ulei	Erythrina_ulei	Erythrina_ulei	Erythrina	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geoffraea_spinosa	Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea	Fabaceae	tree	legume	P	yellow	F	3.5	2.5	NA	NA	NA	NA
Geoffraea_spinosa	Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea	Fabaceae	tree	legume	P	yellow	F	3.5	2.5	NA	NA	NA	1
Geoffroea_decorticans	Geoffroea_decorticans	Geoffroea_decorticans	Geoffroea	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea	Fabaceae	tree	legume	P	yellow	F	3.5	2.5	NA	NA	NA	NA
Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea	Fabaceae	tree	legume	P	yellow	F	3.5	2.5	NA	NA	NA	1
Geoffroea_striata	Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea	Fabaceae	tree	legume	P	yellow	F	3.5	2.5	NA	NA	NA	1
Geofroea_striatta	Geoffroea_spinosa	Geoffroea_spinosa	Geoffroea	Fabaceae	tree	legume	P	yellow	F	3.5	2.5	NA	NA	NA	1
Gleditisia_amorphoides	Gleditsia_amorphoides	Gleditsia_amorphoides	Gleditsia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gliricidia_sepium	Gliricidia_sepium	Gliricidia_sepium	Gliricidia	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Glycine_max	Glycine_max	Glycine_max	Glycine	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Holocalyx_balansae	Holocalyx_balansae	Holocalyx_balansae	Holocalyx	Fabaceae	NA	legume	NA	NA	NA	2.68	2.39	1.93	1.92	1.92	1
Hydrochorea_marginata	Hydrochorea_marginata	Hydrochorea_marginata	Hydrochorea	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hymenaea_altissima	Hymenaea_altissima	Hymenaea_altissima	Hymenaea	Fabaceae	tree	legume	P	brown	F	15	4.5	NA	2.3	2.3	4
Hymenaea_coubaril	Hymenaea_courbaril	Hymenaea_courbaril	Hymenaea	Fabaceae	tree	legume	P	brown	F	11.46	4.56	2.84	1.48	1.48	7
Hymenaea_courbaril	Hymenaea_courbaril	Hymenaea_courbaril	Hymenaea	Fabaceae	tree	legume	P	brown	F	11.46	4.56	2.84	1.48	1.48	7
Hymenaea_intermedia	Hymenaea_intermedia	Hymenaea_intermedia	Hymenaea	Fabaceae	NA	legume	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hymenaea_oblongifolia	Hymenaea_oblongifolia	Hymenaea_oblongifolia	Hymenaea	Fabaceae	tree	legume	P	brown	F	5.5	3.9	3.2	2.1	2.1	2
Hymenaea_parvifolia	Hymenaea_parvifolia	Hymenaea_parvifolia	Hymenaea	Fabaceae	tree	legume	P	brown	F	6	3.9	NA	2.4	2.4	3
